Nome,Cargo,Tipo Cargo,CPF,Sobrenome,Cod_IBGE,Nepotismo
Arminda Higuera,Juiz,Concursado,224.691.956-83, Higuera,43,Não
Arminda Medeiros,Juiz,Concursado,489.507.819-13, Medeiros,11,Não
Arminda Melo,Juiz,Concursado,844.992.444-80, Melo,14,Não
Arminda Ourique,Juiz,Concursado,076.793.500-43, Ourique,42,Não
Arminda Simões,Juiz,Concursado,639.887.214-25, Simões,35,Não
Arminda Tévez,Juiz,Concursado,845.936.809-21, Tévez,28,Não
Arminda Vicario,Juiz,Concursado,601.493.929-66, Vicario,41,Não
Arminda Vilarim,Juiz,Concursado,925.389.295-12, Vilarim,12,Não
Armindo Areosa,Juiz,Concursado,936.876.309-78, Areosa,27,Não
Armindo Azenha,Juiz,Concursado,719.412.409-25, Azenha,16,Não
Armindo Belmonte,Juiz,Concursado,915.955.823-71, Belmonte,13,Não
Armindo Caniça,Juiz,Concursado,267.404.022-05, Caniça,23,Não
Armindo Coelho,Juiz,Concursado,395.220.799-36, Coelho,53,Não
Armindo Queiroz,Juiz,Concursado,000.814.224-66, Queiroz,32,Não
Armindo Quental,Juiz,Concursado,405.508.649-03, Quental,52,Não
Armindo Vasques,Juiz,Concursado,629.156.880-28, Vasques,21,Não
Armindo Vaz,Juiz,Concursado,768.731.266-08, Vaz,51,Não
Arnaldo Braz,Juiz,Concursado,603.292.038-00, Braz,50,Não
Arnaldo Coelho,Juiz,Concursado,841.868.160-85, Coelho,31,Não
Arnaldo Figueiredo,Juiz,Concursado,723.901.988-80, Figueiredo,15,Não
Arnaldo Fragoso,Juiz,Concursado,691.599.497-16, Fragoso,25,Não
Arnaldo García,Juiz,Concursado,379.803.134-70, García,41,Não
Arnaldo Gouvêa,Juiz,Concursado,093.550.302-15, Gouvêa,26,Não
Arnaldo Inácio,Juiz,Concursado,672.505.658-00, Inácio,33,Não
Arnaldo Mangueira,Juiz,Concursado,581.534.145-26, Mangueira,43,Não
Arnaldo Serralheiro,Juiz,Concursado,771.433.135-64, Serralheiro,14,Não
Artur Abrantes,Juiz,Concursado,895.681.807-02, Abrantes,42,Não
Artur Balsemão,Juiz,Concursado,530.298.934-48, Balsemão,35,Não
Artur Barretto,Juiz,Concursado,781.729.998-60, Barretto,28,Não
Artur Coimbra,Juiz,Concursado,541.436.647-04, Coimbra,12,Não
Artur Damasceno,Juiz,Concursado,902.051.042-82, Damasceno,27,Não
Artur Grillo,Juiz,Concursado,446.430.601-23, Grillo,16,Não
Artur Homem,Juiz,Concursado,492.869.495-37, Homem,13,Não
Artur Prates,Juiz,Concursado,587.170.314-35, Prates,29,Não
Artur Robalinho,Juiz,Concursado,502.917.033-21, Robalinho,23,Não
Artur Rua,Juiz,Concursado,877.825.230-01, Rua,32,Não
Artur Sardina,Juiz,Concursado,853.829.756-20, Sardina,52,Não
Artur Tamoio,Juiz,Concursado,729.303.342-74, Tamoio,21,Não
Artur Villela,Juiz,Concursado,306.032.022-50, Villela,51,Não
Artur Zalazar,Juiz,Concursado,088.281.578-44, Zalazar,50,Não
Asi Borja,Juiz,Concursado,703.304.825-48, Borja,25,Não
Asi Domínguez,Juiz,Concursado,831.142.929-41, Domínguez,26,Não
Asi Mansilla,Juiz,Concursado,821.764.138-22, Mansilla,22,Não
Asi Parafita,Juiz,Concursado,590.230.712-04, Parafita,24,Não
Asi Paranhos,Juiz,Concursado,987.764.661-75, Paranhos,43,Não
Asi Sales,Juiz,Concursado,193.743.262-99, Sales,11,Não
Astolfo Campello,Juiz,Concursado,501.347.948-77, Campello,14,Não
Astolfo Cerqueira,Juiz,Concursado,503.938.270-70, Cerqueira,42,Não
Astolfo Cintra,Juiz,Concursado,605.113.106-09, Cintra,35,Não
Astolfo Dinis,Juiz,Concursado,232.229.979-00, Dinis,28,Não
Astolfo Ferreyra,Juiz,Concursado,570.185.763-85, Ferreyra,41,Não
Astolfo Frade,Juiz,Concursado,745.668.145-72, Frade,12,Não
Astolfo Leiria,Juiz,Concursado,033.182.121-48, Leiria,16,Não
Astolfo Marañón,Juiz,Concursado,774.791.906-97, Marañón,13,Não
Astolfo Salvado,Juiz,Concursado,150.380.759-24, Salvado,29,Não
Astolfo Terra,Juiz,Concursado,294.939.243-19, Terra,23,Não
Augusta Bonilla,Juiz,Concursado,422.145.961-19, Bonilla,32,Não
Augusta Cabrera,Juiz,Concursado,654.076.291-78, Cabrera,52,Não
Augusta Castanho,Juiz,Concursado,338.396.395-06, Castanho,21,Não
Augusta Castelhano,Juiz,Concursado,014.831.389-25, Castelhano,51,Não
Augusta Coutinho,Juiz,Concursado,500.767.082-09, Coutinho,50,Não
Augusta Moreno,Juiz,Concursado,842.977.100-05, Moreno,15,Não
Augusta Quintela,Juiz,Concursado,063.578.393-29, Quintela,25,Não
Augusta Rodríguez,Juiz,Concursado,947.588.533-12, Rodríguez,26,Não
Augusto Cortesão,Juiz,Concursado,001.515.804-72, Cortesão,22,Não
Augusto Faria,Juiz,Concursado,013.635.581-10, Faria,33,Não
Augusto Guarabira,Juiz,Concursado,648.017.737-10, Guarabira,24,Não
Augusto Guedella,Juiz,Concursado,703.780.541-63, Guedella,43,Não
Augusto Motta,Juiz,Concursado,687.723.300-07, Motta,11,Não
Augusto Pavía,Juiz,Concursado,058.532.691-60, Pavía,14,Não
Augusto Pedroso,Juiz,Concursado,376.587.109-54, Pedroso,42,Não
Augusto Piratininga,Juiz,Concursado,373.515.542-18, Piratininga,35,Não
Augusto Velásquez,Juiz,Concursado,251.918.812-06, Velásquez,12,Não
Aurora Bessa,Juiz,Concursado,420.054.346-04, Bessa,16,Não
Aurora Cascais,Juiz,Concursado,622.232.192-50, Cascais,29,Não
Aurora Covinha,Juiz,Concursado,926.261.725-96, Covinha,32,Não
Aurora Guaraciaba,Juiz,Concursado,047.124.440-61, Guaraciaba,52,Não
Aurora Guimarães,Juiz,Concursado,781.235.613-26, Guimarães,21,Não
Aurora Modesto,Juiz,Concursado,026.860.793-12, Modesto,31,Não
Aurora Murtinho,Juiz,Concursado,148.405.627-25, Murtinho,25,Não
Aurora Nieto,Juiz,Concursado,051.017.582-13, Nieto,41,Não
Aurora Reino,Juiz,Concursado,673.563.396-25, Reino,26,Não
Aurora Themes,Juiz,Concursado,683.419.105-43, Themes,22,Não
Aurora Villaverde,Juiz,Concursado,975.473.089-02, Villaverde,33,Não
Aurora Villaça,Juiz,Concursado,216.138.415-58, Villaça,24,Não
Aurélia Acatauaçu,Juiz,Concursado,210.200.453-88, Acatauaçu,43,Não
Aurélia Amaro,Juiz,Concursado,866.071.809-73, Amaro,14,Não
Aurélia Faria,Juiz,Concursado,315.591.625-70, Faria,35,Não
Aurélia Hipólito,Juiz,Concursado,745.886.823-69, Hipólito,41,Não
Aurélia Marrero,Juiz,Concursado,310.429.663-46, Marrero,27,Não
Aurélia Modesto,Juiz,Concursado,543.824.253-44, Modesto,13,Não
Aurélia Negreiros,Juiz,Concursado,546.089.745-99, Negreiros,29,Não
Aurélia Rosmaninho,Juiz,Concursado,730.207.854-80, Rosmaninho,23,Não
Aurélia Sacramento,Juiz,Concursado,740.866.467-06, Sacramento,53,Não
Aurélia Sobral,Juiz,Concursado,383.113.031-00, Sobral,32,Não
Aurélia Ulloa,Juiz,Concursado,681.837.129-91, Ulloa,52,Não
Aurélia Vides,Juiz,Concursado,619.238.650-13, Vides,21,Não
Aurélio Conde,Juiz,Concursado,071.606.118-02, Conde,51,Não
Aurélio Cortesão,Juiz,Concursado,752.105.086-09, Cortesão,50,Não
Aurélio Gentil,Juiz,Concursado,353.941.001-52, Gentil,31,Não
Aurélio Mendes,Juiz,Concursado,667.067.538-07, Mendes,15,Não
Aurélio Novaes,Juiz,Concursado,045.734.625-62, Novaes,25,Não
Aurélio Paredes,Juiz,Concursado,856.275.777-20, Paredes,41,Não
Aurélio Ramalho,Juiz,Concursado,681.583.543-00, Ramalho,26,Não
Aurélio Reino,Juiz,Concursado,954.015.330-12, Reino,22,Não
Aurélio Sánchez,Juiz,Concursado,897.896.366-87, Sánchez,33,Não
Balduíno Bastos,Juiz,Concursado,465.716.636-00, Bastos,11,Não
Balduíno Benavides,Juiz,Concursado,257.348.754-73, Benavides,14,Não
Balduíno Beserril,Juiz,Concursado,850.435.590-04, Beserril,42,Não
Balduíno Bessa,Juiz,Concursado,177.342.231-68, Bessa,35,Não
Balduíno Carrillo,Juiz,Concursado,530.549.845-75, Carrillo,28,Não
Balduíno Enríquez,Juiz,Concursado,740.889.807-78, Enríquez,41,Não
Balduíno Gracia,Juiz,Concursado,969.354.618-04, Gracia,12,Não
Balduíno Nogueira,Juiz,Concursado,863.319.392-29, Nogueira,13,Não
Balduíno Querino,Juiz,Concursado,420.194.885-40, Querino,29,Não
Balduíno Temes,Juiz,Concursado,607.793.407-01, Temes,23,Não
Baltasar Bacelar,Juiz,Concursado,954.860.779-47, Bacelar,53,Não
Baltasar Bocaiúva,Juiz,Concursado,438.376.239-55, Bocaiúva,32,Não
Baltasar Caeira,Juiz,Concursado,571.789.702-27, Caeira,52,Não
Baltasar Castelão,Juiz,Concursado,668.932.797-36, Castelão,21,Não
Baltasar Franca,Juiz,Concursado,951.074.592-85, Franca,50,Não
Baltasar Piñero,Juiz,Concursado,495.381.111-92, Piñero,15,Não
Baltasar Rivero,Juiz,Concursado,243.473.357-33, Rivero,25,Não
Baltasar Silva,Juiz,Concursado,436.317.141-30, Silva,41,Não
Baltasar Tabares,Juiz,Concursado,652.241.460-03, Tabares,26,Não
Baltasar Valente,Juiz,Concursado,778.337.217-19, Valente,22,Não
Barnabé Antas,Juiz,Concursado,042.642.552-95, Antas,33,Não
Barnabé Bautista,Juiz,Concursado,154.002.366-42, Bautista,24,Não
Barnabé Bernardes,Juiz,Concursado,571.370.336-36, Bernardes,43,Não
Barnabé Cortês,Juiz,Concursado,751.196.117-70, Cortês,11,Não
Barnabé Domingos,Juiz,Concursado,320.926.090-76, Domingos,14,Não
Barnabé Estrada,Juiz,Concursado,908.598.161-17, Estrada,42,Não
Barnabé Francia,Juiz,Concursado,425.320.709-00, Francia,35,Não
Barnabé Ornellas,Juiz,Concursado,506.825.214-00, Ornellas,27,Não
Barnabé Rodrigues,Juiz,Concursado,239.901.228-35, Rodrigues,16,Não
Barnabé Sesimbra,Juiz,Concursado,665.795.787-42, Sesimbra,13,Não
Barnabé Varella,Juiz,Concursado,079.398.846-20, Varella,23,Não
Barnabé Vilarinho,Promotor,Concursado,126.038.471-39, Vilarinho,32,Não
Bartira Bethancout,Promotor,Concursado,903.127.906-43, Bethancout,21,Não
Bartira Botelho,Promotor,Concursado,569.933.536-60, Botelho,51,Não
Bartira Caiado,Promotor,Concursado,649.803.821-77, Caiado,50,Não
Bartira Cardoso,Promotor,Concursado,847.007.664-76, Cardoso,31,Não
Bartira Coito,Promotor,Concursado,415.537.838-83, Coito,15,Não
Bartira Enríquez,Promotor,Concursado,057.602.657-33, Enríquez,25,Não
Bartira Fogassa,Promotor,Concursado,382.488.860-26, Fogassa,41,Não
Bartira Mayor,Promotor,Concursado,893.318.788-00, Mayor,33,Não
Bartira Mourinho,Promotor,Concursado,328.726.655-10, Mourinho,43,Não
Bartira Parreira,Promotor,Concursado,265.029.579-19, Parreira,11,Não
Bartolomeu Alburquerque,Promotor,Concursado,541.759.849-68, Alburquerque,42,Não
Bartolomeu Bugallo,Promotor,Concursado,457.291.365-01, Bugallo,35,Não
Bartolomeu Couto,Promotor,Concursado,604.380.439-52, Couto,28,Não
Bartolomeu Fiães,Promotor,Concursado,045.344.339-72, Fiães,41,Não
Bartolomeu Mata,Promotor,Concursado,749.928.416-60, Mata,12,Não
Bartolomeu Mendoza,Promotor,Concursado,297.672.996-45, Mendoza,27,Não
Bartolomeu Motta,Promotor,Concursado,680.447.774-07, Motta,16,Não
Bartolomeu Parahyba,Promotor,Concursado,873.783.785-00, Parahyba,13,Não
Bartolomeu Rebelo,Promotor,Concursado,813.126.112-35, Rebelo,23,Não
Bartolomeu Ruela,Promotor,Concursado,251.293.149-80, Ruela,53,Não
Bartolomeu Seixas,Promotor,Concursado,383.248.308-04, Seixas,32,Não
Bartolomeu Zagalo,Promotor,Concursado,735.062.992-39, Zagalo,21,Não
Bartolomeu Zalazar,Promotor,Concursado,976.454.807-50, Zalazar,51,Não
Basilio Corrêa,Promotor,Concursado,315.717.046-55, Corrêa,50,Não
Basilio Junquera,Promotor,Concursado,796.521.978-66, Junquera,31,Não
Basilio Maior,Promotor,Concursado,068.776.753-98, Maior,15,Não
Basilio Mena,Promotor,Concursado,460.471.454-18, Mena,25,Não
Basilio Moreyra,Promotor,Concursado,892.521.742-22, Moreyra,41,Não
Basilio Regueira,Promotor,Concursado,013.454.373-40, Regueira,26,Não
Basilio Santos,Promotor,Concursado,487.328.832-00, Santos,22,Não
Basilio Sánchez,Promotor,Concursado,184.523.191-00, Sánchez,33,Não
Basilio Teodoro,Promotor,Concursado,646.257.697-95, Teodoro,24,Não
Beatriz Barrios,Promotor,Concursado,815.166.560-24, Barrios,11,Não
Beatriz Cachão,Promotor,Concursado,568.083.365-47, Cachão,14,Não
Beatriz Esteves,Promotor,Concursado,309.962.801-89, Esteves,35,Não
Beatriz Isla,Promotor,Concursado,521.799.831-82, Isla,41,Não
Beatriz Lamego,Promotor,Concursado,859.379.173-59, Lamego,12,Não
Beatriz Rolim,Promotor,Concursado,519.804.783-09, Rolim,27,Não
Beatriz Talhão,Promotor,Concursado,676.977.255-84, Talhão,16,Não
Beatriz Vilanova,Promotor,Concursado,594.919.252-45, Vilanova,13,Não
Belchior Balladares,Promotor,Concursado,099.327.478-15, Balladares,29,Não
Belchior Damásio,Promotor,Concursado,469.272.337-84, Damásio,23,Não
Belchior Frade,Promotor,Concursado,953.667.174-34, Frade,53,Não
Belchior Jesús,Promotor,Concursado,649.667.621-62, Jesús,32,Não
Belchior Leal,Promotor,Concursado,386.967.184-02, Leal,52,Não
Belchior Natal,Promotor,Concursado,417.161.995-57, Natal,21,Não
Belchior Osorio,Promotor,Concursado,247.084.158-50, Osorio,51,Não
Belchior Pinhal,Promotor,Concursado,927.519.959-00, Pinhal,31,Não
Belchior Taveira,Promotor,Concursado,151.114.754-78, Taveira,15,Não
Belmifer Aragão,Promotor,Concursado,540.868.037-12, Aragão,41,Não
Belmifer Corvelo,Promotor,Concursado,286.229.839-51, Corvelo,22,Não
Belmifer Goes,Promotor,Concursado,913.960.682-10, Goes,24,Não
Belmifer Hurtado,Promotor,Concursado,875.178.509-97, Hurtado,43,Não
Belmifer Inês,Promotor,Concursado,057.228.344-08, Inês,11,Não
Belmifer Marques,Promotor,Concursado,217.746.056-51, Marques,14,Não
Belmifer Matos,Promotor,Concursado,526.211.575-64, Matos,42,Não
Belmifer Peralta,Promotor,Concursado,475.089.771-06, Peralta,35,Não
Belmifer Rangel,Promotor,Concursado,884.822.049-55, Rangel,28,Não
Belmifer Taborda,Promotor,Concursado,066.374.050-94, Taborda,41,Não
Belmira Almada,Promotor,Concursado,833.905.730-89, Almada,12,Não
Belmira Baranda,Promotor,Concursado,273.808.842-20, Baranda,27,Não
Belmira Beltrão,Promotor,Concursado,795.981.950-58, Beltrão,13,Não
Belmira Bernárdez,Promotor,Concursado,324.665.160-47, Bernárdez,29,Não
Belmira Brión,Promotor,Concursado,032.667.552-35, Brión,23,Não
Belmira Caniça,Promotor,Concursado,508.536.240-38, Caniça,53,Não
Belmira Franca,Promotor,Concursado,807.409.430-81, Franca,32,Não
Belmira Mariz,Promotor,Concursado,524.394.927-28, Mariz,21,Não
Belmira Padilla,Promotor,Concursado,430.782.985-90, Padilla,31,Não
Belmira Pajares,Promotor,Concursado,126.138.810-03, Pajares,15,Não
Belmira Robalinho,Promotor,Concursado,661.326.097-50, Robalinho,25,Não
Belmira Vilaça,Promotor,Concursado,143.688.846-80, Vilaça,41,Não
Belmiro Baranda,Promotor,Concursado,118.822.525-19, Baranda,26,Não
Belmiro Brión,Promotor,Concursado,549.828.428-41, Brión,22,Não
Belmiro Camacho,Promotor,Concursado,898.350.697-00, Camacho,33,Não
Belmiro Correia,Promotor,Concursado,977.422.657-70, Correia,43,Não
Belmiro Matos,Promotor,Concursado,759.092.301-07, Matos,11,Não
Belmiro Mendoça,Promotor,Concursado,587.361.336-20, Mendoça,14,Não
Belmiro Novais,Promotor,Concursado,115.776.641-24, Novais,42,Não
Belmiro Santiago,Promotor,Concursado,113.371.230-48, Santiago,35,Não
Benedita Beserra,Promotor,Concursado,257.065.901-09, Beserra,41,Não
Benedita Curvelo,Promotor,Concursado,143.790.824-15, Curvelo,12,Não
Benedita Farinha,Promotor,Concursado,419.276.985-96, Farinha,27,Não
Benedita Godinho,Promotor,Concursado,519.737.794-12, Godinho,16,Não
Benedita Portela,Promotor,Concursado,487.105.904-98, Portela,13,Não
Benedita Reguera,Promotor,Concursado,795.248.646-22, Reguera,29,Não
Benedita Tibiriçá,Promotor,Concursado,786.188.241-19, Tibiriçá,23,Não
Benedito Bonilla,Promotor,Concursado,095.532.447-50, Bonilla,32,Não
Benedito Cabrera,Promotor,Concursado,609.564.190-03, Cabrera,52,Não
Benedito Camello,Promotor,Concursado,910.396.599-69, Camello,21,Não
Benedito Fiães,Promotor,Concursado,201.273.404-91, Fiães,50,Não
Benedito Ginjeira,Promotor,Concursado,160.795.760-40, Ginjeira,31,Não
Benedito Parafita,Promotor,Concursado,617.208.261-29, Parafita,41,Não
Benedito Rivero,Promotor,Concursado,863.700.278-12, Rivero,26,Não
Bento Bairros,Promotor,Concursado,836.797.285-65, Bairros,24,Não
Bento Baião,Promotor,Concursado,308.406.724-46, Baião,43,Não
Bento Jorge,Promotor,Concursado,320.528.195-09, Jorge,14,Não
Bento Olivares,Promotor,Concursado,922.732.120-97, Olivares,42,Não
Bento Quintanilla,Promotor,Concursado,134.807.187-79, Quintanilla,35,Não
Bento Viegas,Promotor,Concursado,906.462.616-22, Viegas,41,Não
Berengária Amorín,Promotor,Concursado,698.559.079-90, Amorín,12,Não
Berengária Anlicoara,Promotor,Concursado,399.172.869-93, Anlicoara,27,Não
Berengária Bethancout,Promotor,Concursado,830.181.742-91, Bethancout,16,Não
Berengária Bicudo,Promotor,Concursado,065.086.355-06, Bicudo,13,Não
Berengária Botelho,Promotor,Concursado,917.634.478-98, Botelho,29,Não
Berengária Conde,Promotor,Concursado,655.579.215-91, Conde,52,Não
Berengária Fialho,Promotor,Concursado,168.710.418-26, Fialho,51,Não
Berengária Miera,Promotor,Concursado,218.428.332-00, Miera,31,Não
Berengária Ochoa,Promotor,Concursado,226.725.891-94, Ochoa,15,Não
Berengária Pirajá,Promotor,Concursado,874.378.908-01, Pirajá,25,Não
Berengária Quintella,Promotor,Concursado,746.408.143-99, Quintella,41,Não
Berengária Sardina,Promotor,Concursado,135.634.423-20, Sardina,26,Não
Berengária Tristán,Promotor,Concursado,047.442.573-80, Tristán,22,Não
Berengária Valadão,Promotor,Concursado,763.198.483-24, Valadão,33,Não
Berengária Villas Bôas,Promotor,Concursado,432.621.666-26, Bôas,24,Não
Berengária Villégas,Promotor,Concursado,293.705.742-04, Villégas,43,Não
Berengário Alcoforado,Promotor,Concursado,132.846.072-00, Alcoforado,11,Não
Berengário Asunción,Promotor,Concursado,048.719.990-17, Asunción,14,Não
Berengário Espírito Santo,Promotor,Concursado,181.902.369-97, Santo,35,Não
Berengário Ramallo,Promotor,Concursado,748.411.690-40, Ramallo,12,Não
Berengário Santos,Promotor,Concursado,367.872.981-96, Santos,27,Não
Berengário Vilanova,Promotor,Concursado,407.656.859-14, Vilanova,16,Não
Berengário Zagalo,Promotor,Concursado,883.494.670-70, Zagalo,13,Não
Bernardete Aldeia,Promotor,Concursado,530.731.417-58, Aldeia,29,Não
Bernardete Gallindo,Promotor,Concursado,486.045.213-56, Gallindo,53,Não
Bernardete Gois,Promotor,Concursado,551.547.459-73, Gois,32,Não
Bernardete Hipólito,Promotor,Concursado,772.574.778-84, Hipólito,52,Não
Bernardete Homem,Promotor,Concursado,249.057.655-01, Homem,21,Não
Bernardete Pedrozo,Promotor,Concursado,387.531.408-50, Pedrozo,51,Não
Bernardete Saldanha,Promotor,Concursado,600.716.345-84, Saldanha,50,Não
Bernardete Sardina,Promotor,Concursado,448.468.107-20, Sardina,31,Não
Bernardete Vilaverde,Promotor,Concursado,579.414.979-56, Vilaverde,25,Não
Bernardina Canto,Promotor,Concursado,026.424.735-38, Canto,26,Não
Bernardina Domínguez,Promotor,Concursado,684.610.577-83, Domínguez,22,Não
Bernardina Felipe,Promotor,Concursado,849.605.374-18, Felipe,33,Não
Bernardina Fernandes,Promotor,Concursado,164.900.119-30, Fernandes,24,Não
Bernardina Melgaço,Promotor,Concursado,872.412.289-01, Melgaço,14,Não
Bernardina Nazário,Promotor,Concursado,940.540.169-60, Nazário,42,Não
Bernardina Parente,Promotor,Concursado,569.337.021-62, Parente,35,Não
Bernardina Seixas,Promotor,Concursado,158.088.532-22, Seixas,41,Não
Bernardina Severo,Promotor,Concursado,936.297.129-16, Severo,12,Não
Bernardina Sousa do Prado,Promotor,Concursado,244.774.128-60, Prado,27,Não
Bernardino Cardoso,Promotor,Concursado,911.177.772-94, Cardoso,29,Não
Bernardino Carreiro,Promotor,Concursado,469.134.611-27, Carreiro,23,Não
Bernardino Colares,Promotor,Concursado,982.861.107-49, Colares,53,Não
Bernardino Meira,Promotor,Concursado,961.678.426-98, Meira,52,Não
Bernardino Pimienta,Promotor,Concursado,173.384.110-50, Pimienta,21,Não
Bernardino Pinheiro,Promotor,Concursado,944.752.446-09, Pinheiro,51,Não
Bernardino Saldaña,Promotor,Concursado,576.259.848-93, Saldaña,50,Não
Bernardino Setúbal,Promotor,Concursado,387.158.252-21, Setúbal,15,Não
Bernardino Tupinambá,Promotor,Concursado,088.452.536-86, Tupinambá,41,Não
Bernardo Bandeira,Promotor,Concursado,618.274.677-70, Bandeira,33,Não
Bernardo Bastos,Promotor,Concursado,170.840.318-39, Bastos,24,Não
Bernardo Bernardes,Promotor,Concursado,604.082.294-54, Bernardes,43,Não
Bernardo Castelhano,Promotor,Concursado,413.458.573-22, Castelhano,42,Não
Bernardo Godoy,Promotor,Concursado,656.523.228-88, Godoy,35,Não
Bernardo Hurtado,Promotor,Concursado,199.796.573-91, Hurtado,28,Não
Bernardo Leal,Promotor,Concursado,229.387.661-65, Leal,41,Não
Bernardo Moreno,Promotor,Concursado,886.646.589-51, Moreno,12,Não
Bernardo Pardo,Promotor,Concursado,214.195.086-44, Pardo,27,Não
Bernardo Páez,Promotor,Concursado,603.180.644-48, Páez,16,Não
Bernardo Soto Mayor,Promotor,Concursado,282.734.870-59, Mayor,13,Não
Bernardo Veríssimo,Promotor,Concursado,443.561.249-60, Veríssimo,53,Não
Bibiana Ayres,Promotor,Concursado,548.178.756-31, Ayres,32,Não
Bibiana Cayado,Promotor,Concursado,738.522.986-79, Cayado,21,Não
Bibiana Cervera,Promotor,Concursado,742.641.909-67, Cervera,51,Não
Bibiana Cirne,Promotor,Concursado,871.227.360-08, Cirne,50,Não
Bibiana Goulart,Promotor,Concursado,782.397.791-58, Goulart,31,Não
Bibiana Gracia,Promotor,Concursado,450.406.787-03, Gracia,15,Não
Bibiana Lemos,Promotor,Concursado,955.441.859-05, Lemos,25,Não
Bibiana Menezes,Promotor,Concursado,128.277.406-99, Menezes,26,Não
Bibiana Moraes,Promotor,Concursado,260.764.643-05, Moraes,22,Não
Bibiana Paião,Promotor,Concursado,095.000.720-09, Paião,33,Não
Bibiana Salvado,Promotor,Concursado,674.694.839-00, Salvado,24,Não
Blasco Anhaia,Promotor,Concursado,377.250.115-01, Anhaia,11,Não
Blasco Bonilla,Promotor,Concursado,403.363.619-63, Bonilla,14,Não
Blasco Capiperibe,Promotor,Concursado,047.932.698-34, Capiperibe,42,Não
Blasco Carqueijeiro,Promotor,Concursado,049.665.812-30, Carqueijeiro,35,Não
Blasco Cascais,Promotor,Concursado,365.427.054-90, Cascais,41,Não
Blasco Peixoto,Promotor,Concursado,630.164.528-63, Peixoto,27,Não
Blasco Taperebá,Promotor,Concursado,006.544.273-30, Taperebá,16,Não
Blasco Torres,Promotor,Concursado,231.691.562-09, Torres,13,Não
Boaventura Amarante,Promotor,Concursado,207.298.588-98, Amarante,29,Não
Boaventura Baião,Promotor,Concursado,942.839.567-67, Baião,23,Não
Boaventura Cabral,Promotor,Concursado,593.459.419-24, Cabral,53,Não
Boaventura Castanho,Promotor,Concursado,350.949.048-76, Castanho,32,Não
Boaventura Marins,Promotor,Concursado,300.417.245-34, Marins,51,Não
Boaventura Moniz,Promotor,Concursado,163.832.288-03, Moniz,50,Não
Borrás Dinis,Promotor,Concursado,402.207.063-36, Dinis,41,Não
Borrás Lagoa,Promotor,Concursado,848.538.936-01, Lagoa,33,Não
Borrás Torquato,Promotor,Concursado,389.875.776-51, Torquato,24,Não
Borrás Varejão,Promotor,Concursado,625.150.839-60, Varejão,43,Não
Branca Affonso,Promotor,Concursado,492.469.285-98, Affonso,11,Não
Branca Alencastre,Promotor,Concursado,692.626.907-62, Alencastre,14,Não
Branca Cairu,Promotor,Concursado,140.396.184-08, Cairu,42,Não
Branca Canela,Promotor,Concursado,358.655.841-46, Canela,35,Não
Branca Lisboa,Promotor,Concursado,247.104.966-41, Lisboa,41,Não
Branca Mascareñas,Promotor,Concursado,723.258.619-10, Mascareñas,12,Não
Branca Terra,Promotor,Concursado,538.594.592-79, Terra,29,Não
Branca Ulhoa,Promotor,Concursado,138.448.130-39, Ulhoa,23,Não
Branco Almada,Promotor,Concursado,862.550.865-00, Almada,53,Não
Branco Amorim,Promotor,Concursado,260.158.651-64, Amorim,32,Não
Branco Arouca,Promotor,Concursado,436.430.348-81, Arouca,52,Não
Branco Campello,Promotor,Concursado,345.475.345-78, Campello,21,Não
Branco Gouveia,Promotor,Concursado,857.056.910-68, Gouveia,51,Não
Branco Lancastre,Promotor,Concursado,416.614.795-10, Lancastre,50,Não
Branco Negrão,Promotor,Concursado,384.631.038-71, Negrão,15,Não
Branco Pamplona,Promotor,Concursado,045.696.474-64, Pamplona,25,Não
Branco Porciúncula,Promotor,Concursado,184.928.846-14, Porciúncula,41,Não
Branco Rua,Promotor,Concursado,229.845.830-86, Rua,26,Não
Brenda Bezerril,Promotor,Concursado,207.486.409-40, Bezerril,24,Não
Brenda Duarte,Promotor,Concursado,222.850.760-10, Duarte,43,Não
Brenda Grillo,Promotor,Concursado,024.289.202-78, Grillo,11,Não
Brenda Hierro,Promotor,Concursado,745.604.606-98, Hierro,14,Não
Brenda Louzada,Promotor,Concursado,748.765.029-43, Louzada,42,Não
Brenda Malheiro,Promotor,Concursado,419.014.466-54, Malheiro,35,Não
Brites Acuña,Promotor,Concursado,638.488.709-67, Acuña,12,Não
Brites Castelo,Promotor,Concursado,273.151.085-48, Castelo,16,Não
Brites Festas,Promotor,Concursado,277.757.834-60, Festas,13,Não
Brites Javier,Promotor,Concursado,913.173.924-50, Javier,29,Não
Brites Mederos,Promotor,Concursado,458.592.241-50, Mederos,23,Não
Brites Quintais,Promotor,Concursado,341.857.844-65, Quintais,53,Não
Brites Soto,Promotor,Concursado,883.766.351-07, Soto,32,Não
Bruna Assis,Promotor,Concursado,201.446.179-19, Assis,52,Não
Bruna Girón,Promotor,Concursado,460.857.970-36, Girón,21,Não
Bruna Guará,Promotor,Concursado,564.486.304-22, Guará,51,Não
Bruna Guedella,Promotor,Concursado,473.162.294-89, Guedella,50,Não
Bruna Montenegro,Promotor,Concursado,387.041.682-32, Montenegro,15,Não
Bruna Ávila,Promotor,Concursado,796.854.235-98, Ávila,26,Não
Bruno Coitinho,Promotor,Concursado,627.042.739-87, Coitinho,33,Não
Bruno Cortesão,Promotor,Concursado,459.524.893-89, Cortesão,24,Não
